0.087993,0.061563,0.052805,0.071327,0.10372,0.034964,0.058586,0.095364,0.026608,-0.00012054,0.022382,0.00030191,-0.0074871,0.018753,-0.018374,0.026694,0.015387,0.042469,0.013322,0.054262,-0.0014413,0.10451,-0.026606,0.0020211,-0.036536,-0.044171,0.049559,-0.022456,0.025933,0.00087931,0.00019249,-0.0082402,0.086117,0.091071,-0.0073845,-0.021415
0.064916,0.10625,0.062806,0.11976,0.084953,0.050781,0.060655,0.11095,0.06752,-0.051039,-0.026791,-0.041616,-0.023641,0.00018072,-0.012226,-0.00016856,-0.030594,0.071694,0.024685,0.044352,0.03319,0.038518,-0.008923,0.048404,0.024047,0.065518,0.11662,0.035148,0.094255,-0.0062282,-0.010894,0.026363,0.02179,0.037401,0.0751,0.073197
0.054395,0.064044,0.10366,0.17002,0.10841,0.065514,0.075504,0.088482,0.12125,0.023664,0.044291,0.033444,0.049321,0.023798,0.064631,0.027625,0.042034,0.060163,0.036123,0.05742,0.13667,0.11608,0.016641,0.031581,-0.0018895,0.022611,0.048552,0.017156,0.04253,0.038533,0.051446,0.037729,0.08238,0.08841,0.092875,0.095873
0.082393,0.12848,0.16659,0.58463,0.223,0.072442,0.16425,0.13037,0.17908,-0.00098,0.038587,0.05574,0.065048,0.043248,0.052395,0.042639,0.020896,0.019976,0.0039261,-0.040879,0.13064,-0.007385,-0.031844,0.059755,0.02167,-0.0082987,0.047085,-0.0074955,0.05563,0.040576,0.067022,0.068713,0.055697,0.072367,0.052206,0.028998
0.10466,0.084344,0.10551,0.22611,0.1613,0.05218,0.10773,0.12913,0.073912,-0.00018132,0.049486,0.038655,0.026897,0.023647,0.019878,0.038456,0.039577,0.059592,0.019969,0.026277,0.052295,0.12886,-0.020779,0.052151,-0.025654,-0.069481,0.076111,-0.011165,0.0036457,0.030903,0.032967,0.011103,0.091659,0.10441,0.048699,0.024233
0.035363,0.051155,0.065371,0.073101,0.053738,0.042857,0.040003,0.066294,0.086637,-0.012655,-0.0014888,-0.011701,0.0056467,-0.00029603,0.0064058,-0.00092297,0.0010306,0.048124,0.023165,0.070375,0.092295,0.068167,0.0042154,-0.0052555,-0.0006994,0.029578,0.018868,0.01869,0.029763,0.0054141,0.017186,0.020402,0.04193,0.044532,0.053379,0.05884
0.058869,0.062751,0.073382,0.17298,0.10722,0.038824,0.068736,0.083646,0.077808,-0.0038476,0.023984,0.021203,0.017565,0.02124,0.013434,0.026335,0.022853,0.055266,0.033646,0.020089,0.063674,0.076154,-0.0068442,0.050539,-0.0039254,-0.030522,0.063887,0.0024855,0.0018244,0.019385,0.022425,0.019682,0.039873,0.051743,0.035727,0.018484
0.096242,0.10854,0.085565,0.13731,0.13052,0.064188,0.085481,0.15205,0.090846,-0.081862,-0.023165,-0.040359,-0.028863,-0.028456,-0.054538,0.0028926,-0.035067,0.10576,0.020605,0.086215,0.048808,0.075156,-0.03638,0.051042,-0.013084,-0.039078,0.071293,0.015323,-0.00032714,-0.005633,-0.0057025,0.011599,0.081955,0.091908,0.061797,0.047176
0.027727,0.07714,0.12239,0.20393,0.075335,0.08795,0.079882,0.088648,0.28001,0.0038826,-0.0088721,-0.0019786,0.0265,0.049702,0.02815,0.023285,0.0021361,0.16152,0.14819,0.14142,0.3078,0.078551,0.02158,0.078199,0.053393,0.078379,0.066941,0.017217,0.042585,0.022446,0.039035,0.089594,0.089372,0.096894,0.062015,0.050614
-0.0010531,-0.048083,0.027677,-0.012244,0.00064925,-0.0091088,-0.0028945,-0.079029,0.0030179,0.19714,0.14738,0.1516,0.11171,0.13193,0.18436,0.075777,0.15763,-0.024487,0.069315,-0.044848,0.084028,0.13314,0.081828,0.031987,0.014449,0.057301,0.072041,-0.02258,0.083243,0.081559,0.077204,0.033976,0.05705,0.059061,0.023365,0.019758
