0.7559,0.18383,0.29219,0.17668
0.74655,0.16379,0.31882,0.17668
0.74644,0.16376,0.31901,0.17668
0.75,0.16779,0.3112,0.17668
0.74984,0.17158,0.30938,0.17668
0.74727,0.16217,0.31851,0.17668
0.74096,0.16348,0.32784,0.17668
0.7521,0.18095,0.30027,0.17668
0.74831,0.16754,0.31405,0.17668
0.74494,0.16857,0.3189,0.17668
0.74999,0.16519,0.3126,0.17668
0.75164,0.15762,0.31388,0.17668
0.74656,0.15816,0.32163,0.17668
0.75225,0.16533,0.30892,0.17668
0.74683,0.17041,0.31488,0.17668
0.75349,0.15928,0.3101,0.17668
0.7473,0.1736,0.31238,0.17668
0.75455,0.16414,0.30585,0.17668
0.74344,0.16025,0.32552,0.17668
0.74354,0.15491,0.32794,0.17668
0.74774,0.16287,0.3174,0.17668
0.74119,0.16657,0.32591,0.17668
0.74551,0.15936,0.32269,0.17668
0.74021,0.16516,0.32818,0.17668
0.75244,0.15903,0.3119,0.17668
0.74039,0.18752,0.31564,0.17668
0.74552,0.15911,0.32281,0.17668
0.7485,0.16859,0.31319,0.17668
0.74739,0.17236,0.31291,0.17668
0.74794,0.17279,0.31179,0.17668
0.74929,0.16869,0.31185,0.17668
0.74528,0.17817,0.31308,0.17668
0.74904,0.16176,0.31591,0.17668
0.74899,0.16997,0.31164,0.17668
0.73785,0.17581,0.32641,0.17668
0.7433,0.17329,0.319,0.17668
0.74018,0.16222,0.32968,0.17668
0.74476,0.16327,0.32192,0.17668
0.74334,0.17303,0.31908,0.17668
0.75203,0.16512,0.30938,0.17668
0.74402,0.15843,0.3255,0.17668
0.7421,0.16719,0.32414,0.17668
0.75046,0.16371,0.31263,0.17668
0.73857,0.15952,0.33353,0.17668
0.75547,0.17192,0.30006,0.17668
0.7472,0.16687,0.31619,0.17668
0.72985,0.18477,0.33439,0.17668
0.75,0.1611,0.31471,0.17668
0.74877,0.16215,0.31613,0.17668
0.74598,0.17621,0.31305,0.17668
0.75105,0.16892,0.30889,0.17668
0.7445,0.15937,0.32429,0.17668
0.74972,0.16105,0.31518,0.17668
0.74773,0.16175,0.31798,0.17668
0.74791,0.16052,0.31832,0.17668
0.74349,0.16357,0.32378,0.17668
0.74422,0.16848,0.3201,0.17668
0.74351,0.1784,0.31583,0.17668
0.74445,0.16417,0.32196,0.17668
0.74898,0.17466,0.30907,0.17668
0.74742,0.16616,0.3162,0.17668
0.75257,0.16107,0.31065,0.17668
0.73269,0.18404,0.33021,0.17668
0.75255,0.16588,0.30814,0.17668
0.75008,0.16819,0.31085,0.17668
0.7422,0.16325,0.326,0.17668
0.75202,0.16897,0.3073,0.17668
0.75615,0.16457,0.30306,0.17668
0.75014,0.15506,0.31752,0.17668
0.73877,0.15552,0.3351,0.17668
0.75057,0.15542,0.31666,0.17668
0.75404,0.16526,0.30608,0.17668
0.74174,0.18212,0.3166,0.17668
0.75675,0.16594,0.30134,0.17668
0.73926,0.17188,0.32623,0.17668
