0.72729,0.27171,0.27369,0.1898
0.71798,0.29666,0.26658,0.1898
0.71862,0.29644,0.26546,0.1898
0.71854,0.29157,0.27096,0.1898
0.72507,0.28208,0.26759,0.1898
0.72059,0.29028,0.26809,0.1898
0.72496,0.27514,0.27494,0.1898
0.71346,0.29403,0.27885,0.1898
0.72168,0.29069,0.26537,0.1898
0.72007,0.28485,0.27493,0.1898
0.72068,0.27235,0.28613,0.1898
0.71995,0.29131,0.26831,0.1898
0.72492,0.27486,0.27531,0.1898
0.73322,0.27172,0.26175,0.1898
0.72997,0.27318,0.26684,0.1898
0.72066,0.27599,0.28265,0.1898
0.72283,0.27979,0.27453,0.1898
0.72076,0.2891,0.26902,0.1898
0.72453,0.27566,0.27528,0.1898
0.71625,0.30148,0.26483,0.1898
0.7138,0.30518,0.26587,0.1898
0.72051,0.29469,0.26341,0.1898
0.71632,0.28956,0.27767,0.1898
0.71324,0.28594,0.28758,0.1898
0.72283,0.29315,0.26021,0.1898
0.72735,0.26433,0.28073,0.1898
0.71838,0.28071,0.28254,0.1898
0.72794,0.27202,0.27211,0.1898
0.7092,0.28975,0.29185,0.1898
0.71912,0.29187,0.26944,0.1898
0.714,0.28916,0.28281,0.1898
0.71729,0.2873,0.27804,0.1898
0.70946,0.30311,0.2774,0.1898
0.72514,0.27104,0.27862,0.1898
0.71026,0.29953,0.2796,0.1898
0.72146,0.28315,0.27385,0.1898
0.72895,0.27485,0.26719,0.1898
0.72891,0.2825,0.25917,0.1898
0.72378,0.28338,0.26886,0.1898
0.72836,0.27544,0.26779,0.1898
0.73163,0.27004,0.26669,0.1898
0.71813,0.28289,0.28085,0.1898
0.7341,0.28666,0.24337,0.1898
0.72522,0.27336,0.27619,0.1898
0.72542,0.28368,0.26517,0.1898
0.73192,0.26162,0.27439,0.1898
0.72549,0.27844,0.27052,0.1898
0.70651,0.31119,0.27466,0.1898
0.70975,0.31309,0.26545,0.1898
0.72688,0.27865,0.26748,0.1898
0.71172,0.28642,0.29012,0.1898
0.7158,0.29457,0.27344,0.1898
0.72153,0.27824,0.27869,0.1898
0.73501,0.27554,0.254,0.1898
0.72704,0.2615,0.28395,0.1898
0.73533,0.27328,0.25576,0.1898
0.72508,0.281,0.2687,0.1898
0.72256,0.2871,0.26742,0.1898
0.72426,0.28515,0.26601,0.1898
0.70836,0.29941,0.28367,0.1898
0.73497,0.27362,0.25615,0.1898
0.72339,0.28915,0.26347,0.1898
0.72312,0.28197,0.2717,0.1898
0.72789,0.2725,0.27172,0.1898
0.72,0.29105,0.26851,0.1898
0.73226,0.26593,0.26954,0.1898
0.72927,0.28134,0.25969,0.1898
0.72541,0.28261,0.26633,0.1898
0.71541,0.27248,0.29621,0.1898
0.71978,0.28647,0.27382,0.1898
0.72426,0.28071,0.27068,0.1898
0.73307,0.27165,0.26214,0.1898
0.72199,0.27385,0.28211,0.1898
0.72301,0.28286,0.27098,0.1898
0.72747,0.26383,0.28095,0.1898
0.72053,0.29024,0.26827,0.1898
0.72959,0.26965,0.27116,0.1898
0.72982,0.28233,0.25745,0.1898
0.72997,0.27645,0.26345,0.1898
0.71589,0.29798,0.26953,0.1898
0.72764,0.27396,0.27075,0.1898
0.72075,0.28743,0.27083,0.1898
0.72406,0.29007,0.26104,0.1898
0.72599,0.27562,0.27238,0.1898
0.71589,0.28454,0.28368,0.1898
0.72275,0.27952,0.27497,0.1898
0.72637,0.27423,0.27302,0.1898
0.72544,0.29228,0.2556,0.1898
0.72404,0.27876,0.27312,0.1898
0.72294,0.27425,0.27983,0.1898
0.72823,0.26973,0.2738,0.1898
0.72678,0.2667,0.2796,0.1898
0.72759,0.2824,0.26204,0.1898
0.71925,0.29427,0.26656,0.1898
0.71765,0.29065,0.2738,0.1898
0.71655,0.28978,0.27696,0.1898
0.72244,0.26978,0.28513,0.1898
0.71169,0.2874,0.28922,0.1898
0.72979,0.27648,0.26378,0.1898
0.72005,0.28784,0.27183,0.1898
0.71892,0.27911,0.28302,0.1898
0.72059,0.28783,0.27074,0.1898
0.72293,0.28808,0.26561,0.1898
0.70991,0.29653,0.28351,0.1898
0.73303,0.26875,0.26517,0.1898
0.72397,0.27507,0.27699,0.1898
0.7209,0.28741,0.27054,0.1898
0.71303,0.29413,0.27962,0.1898
0.72502,0.27599,0.27398,0.1898
0.72793,0.27739,0.26665,0.1898
0.72613,0.27898,0.26866,0.1898
0.72343,0.27673,0.27641,0.1898
0.72268,0.29491,0.25854,0.1898
0.71602,0.29104,0.27674,0.1898
0.72247,0.28664,0.26812,0.1898
0.72146,0.2906,0.26593,0.1898
0.73413,0.26831,0.26341,0.1898
0.71254,0.29705,0.27755,0.1898
0.72182,0.28947,0.26642,0.1898
0.72563,0.28092,0.26765,0.1898
0.72785,0.28993,0.25312,0.1898
0.72221,0.27457,0.28097,0.1898
0.72736,0.28182,0.26314,0.1898
0.72412,0.27404,0.27771,0.1898
0.73025,0.29095,0.24674,0.1898
0.71661,0.29847,0.26747,0.1898
0.71587,0.28904,0.27914,0.1898
0.72927,0.26636,0.27504,0.1898
0.71429,0.2954,0.27568,0.1898
0.72086,0.29739,0.25961,0.1898
0.72502,0.27483,0.27514,0.1898
0.73171,0.27838,0.25781,0.1898
0.71619,0.29283,0.27449,0.1898
0.72826,0.28237,0.26069,0.1898
0.72387,0.29451,0.25643,0.1898
0.71798,0.27881,0.28519,0.1898
0.71597,0.29741,0.26999,0.1898
0.7146,0.2925,0.27813,0.1898
0.72038,0.29259,0.26601,0.1898
0.72017,0.28828,0.27112,0.1898
0.72725,0.2895,0.2549,0.1898
0.7211,0.27547,0.28229,0.1898
0.72333,0.29453,0.25758,0.1898
0.73314,0.27829,0.25493,0.1898
0.72076,0.29117,0.26677,0.1898
0.72875,0.27833,0.26397,0.1898
0.72069,0.29111,0.267,0.1898
0.71254,0.293,0.28181,0.1898
0.71791,0.28564,0.2785,0.1898
0.73226,0.27452,0.26078,0.1898
0.71861,0.29115,0.27127,0.1898
0.71036,0.30861,0.26933,0.1898
0.71867,0.296,0.26586,0.1898
0.72614,0.28325,0.26415,0.1898
0.73048,0.2737,0.26528,0.1898
0.71152,0.30036,0.27608,0.1898
0.72233,0.29436,0.25991,0.1898
0.72327,0.27845,0.27501,0.1898
0.71533,0.28816,0.28113,0.1898
0.72419,0.28725,0.26387,0.1898
0.71616,0.29656,0.27052,0.1898
0.72188,0.28615,0.26984,0.1898
0.73394,0.27705,0.25461,0.1898
0.72116,0.26823,0.28905,0.1898
0.72571,0.26787,0.28056,0.1898
0.72104,0.2981,0.25842,0.1898
0.72852,0.29879,0.24109,0.1898
0.71133,0.29871,0.27828,0.1898
0.72513,0.27193,0.27779,0.1898
0.74024,0.26437,0.25507,0.1898
0.71519,0.32263,0.24113,0.1898
0.71702,0.27818,0.28769,0.1898
0.71824,0.28554,0.27793,0.1898
